h,k,l,intensity_exp,intensity_exp_err
0.0,-0.3333333333333333,0.0,0.0,0.0
0.0,-0.6666666666666666,0.0,0.0,0.0
0.0,-1.3333333333333333,0.0,0.1434091499616513,0.0
0.0,-1.6666666666666667,0.0,0.0,0.0
0.0,-2.333333333333333,0.0,1.2271485384803162,0.0
0.0,-2.6666666666666665,0.0,0.26111224521756526,0.0
0.0,-3.333333333333333,0.0,0.5430712611130193,0.0
0.0,-3.6666666666666665,0.0,1.1384822267665489,0.0
0.0,-4.333333333333333,0.0,0.9666238642503002,0.0
0.0,-4.666666666666667,0.0,0.0,0.0
0.0,0.0,0.3333333333333333,0.0,0.0
0.0,-0.3333333333333333,0.3333333333333333,0.0,0.0
0.0,-0.6666666666666666,0.3333333333333333,0.0,0.0
0.0,-1.0,0.3333333333333333,0.0,0.0
0.0,-1.3333333333333333,0.3333333333333333,0.0,0.0
0.0,-1.6666666666666667,0.3333333333333333,0.0,0.0
0.0,-2.0,0.3333333333333333,0.0,0.0
0.0,-2.333333333333333,0.3333333333333333,0.0,0.0
0.0,-2.6666666666666665,0.3333333333333333,0.0,0.0
0.0,-3.0,0.3333333333333333,0.0,0.0
0.0,-3.333333333333333,0.3333333333333333,0.0,0.0
0.0,-3.6666666666666665,0.3333333333333333,0.0,0.0
0.0,-4.0,0.3333333333333333,0.0,0.0
0.0,-4.333333333333333,0.3333333333333333,0.0,0.0
0.0,-4.666666666666667,0.3333333333333333,0.0,0.0
0.0,-5.0,0.3333333333333333,0.0,0.0
0.0,0.0,0.6666666666666666,0.0,0.0
0.0,-0.3333333333333333,0.6666666666666666,0.0,0.0
0.0,-0.6666666666666666,0.6666666666666666,0.0,0.0
0.0,-1.0,0.6666666666666666,0.0,0.0
0.0,-1.3333333333333333,0.6666666666666666,0.0,0.0
0.0,-1.6666666666666667,0.6666666666666666,0.0,0.0
0.0,-2.0,0.6666666666666666,0.0,0.0
0.0,-2.333333333333333,0.6666666666666666,0.0,0.0
0.0,-2.6666666666666665,0.6666666666666666,0.0,0.0
0.0,-3.0,0.6666666666666666,0.0,0.0
