h,k,l,intensity_exp,intensity_exp_err
-0.333333333333333,1.0,0.0,0.4051327151908422,0.0
-0.666666666666667,1.0,0.0,0.5775002740186655,0.0
-1.33333333333333,1.0,0.0,1.5274904262637092,0.0
-1.66666666666667,1.0,0.0,0.0,0.0
-2.33333333333333,1.0,0.0,0.9293842513531371,0.0
-2.66666666666667,1.0,0.0,1.2661164002577092,0.0
-3.33333333333333,1.0,0.0,1.4904895515133363,0.0
-3.66666666666667,1.0,0.0,0.13788228322817633,0.0
-4.33333333333333,1.0,0.0,1.0317863607589983,0.0
-4.66666666666667,1.0,0.0,0.8708808094135615,0.0
-0.333333333333333,1.33333333333333,0.0,0.0,0.0
-0.666666666666667,1.33333333333333,0.0,0.0,0.0
-1.0,1.33333333333333,0.0,1.7982925745807865,0.0
-1.33333333333333,1.33333333333333,0.0,0.0,0.0
-1.66666666666667,1.33333333333333,0.0,0.0,0.0
-2.0,1.33333333333333,0.0,0.0,0.0
-2.33333333333333,1.33333333333333,0.0,0.0,0.0
-2.66666666666667,1.33333333333333,0.0,0.0,0.0
-3.0,1.33333333333333,0.0,1.3066253105215246,0.0
-3.33333333333333,1.33333333333333,0.0,0.0,0.0
-3.66666666666667,1.33333333333333,0.0,0.0,0.0
-4.0,1.33333333333333,0.0,0.0,0.0
-4.33333333333333,1.33333333333333,0.0,0.0,0.0
-4.66666666666667,1.33333333333333,0.0,0.0,0.0
-5.0,1.33333333333333,0.0,0.0,0.0
-0.333333333333333,1.66666666666667,0.0,0.0,0.0
-0.666666666666667,1.66666666666667,0.0,0.0,0.0
-1.0,1.66666666666667,0.0,0.0,0.0
-1.33333333333333,1.66666666666667,0.0,0.0,0.0
-1.66666666666667,1.66666666666667,0.0,0.0,0.0
-2.0,1.66666666666667,0.0,1.5297626211511501,0.0
-2.33333333333333,1.66666666666667,0.0,0.0,0.0
-2.66666666666667,1.66666666666667,0.0,0.0,0.0
-3.0,1.66666666666667,0.0,0.0,0.0
-3.33333333333333,1.66666666666667,0.0,0.0,0.0
-3.66666666666667,1.66666666666667,0.0,0.0,0.0
-4.0,1.66666666666667,0.0,0.7815538445021427,0.0
-4.33333333333333,1.66666666666667,0.0,0.0,0.0
-4.66666666666667,1.66666666666667,0.0,0.0,0.0
-5.0,1.66666666666667,0.0,0.0,0.0
-0.333333333333333,2.0,0.0,0.5494779461127767,0.0
-0.666666666666667,2.0,0.0,0.0,0.0
-1.33333333333333,2.0,0.0,0.0,0.0
-1.66666666666667,2.0,0.0,1.2231009444970664,0.0
-2.33333333333333,2.0,0.0,1.3659087185969336,0.0
-2.66666666666667,2.0,0.0,0.3887888945285983,0.0
-3.33333333333333,2.0,0.0,0.8931440360485833,0.0
-3.66666666666667,2.0,0.0,1.1870682052713937,0.0
-4.33333333333333,2.0,0.0,0.0,0.0
-0.666666666666667,2.33333333333333,0.0,0.10835335550221632,0.0
-1.0,2.33333333333333,0.0,0.5745308474373597,0.0
-1.33333333333333,2.33333333333333,0.0,0.0,0.0
-1.66666666666667,2.33333333333333,0.0,0.0,0.0
-2.0,2.33333333333333,0.0,1.1043197215975638,0.0
-2.33333333333333,2.33333333333333,0.0,0.0,0.0
-2.66666666666667,2.33333333333333,0.0,0.0,0.0
-3.0,2.33333333333333,0.0,0.817234282047226,0.0
-3.33333333333333,2.33333333333333,0.0,0.0,0.0
-3.66666666666667,2.33333333333333,0.0,0.0,0.0
-4.0,2.33333333333333,0.0,0.7249177518476614,0.0
-4.33333333333333,2.33333333333333,0.0,0.0,0.0
-4.66666666666667,2.33333333333333,0.0,0.0,0.0
-5.0,2.33333333333333,0.0,0.0,0.0
-0.666666666666667,2.66666666666667,0.0,0.0,0.0
-1.0,2.66666666666667,0.0,0.5809973172230076,0.0
-1.33333333333333,2.66666666666667,0.0,0.0,0.0
-1.66666666666667,2.66666666666667,0.0,0.0,0.0
-2.0,2.66666666666667,0.0,0.0726105373994823,0.0
-2.33333333333333,2.66666666666667,0.0,0.0,0.0
-2.66666666666667,2.66666666666667,0.0,0.0,0.0
-3.0,2.66666666666667,0.0,0.4805916017452785,0.0
-3.33333333333333,2.66666666666667,0.0,0.0,0.0
-3.66666666666667,2.66666666666667,0.0,0.0,0.0
-4.0,2.66666666666667,0.0,0.0,0.0
-4.33333333333333,2.66666666666667,0.0,0.0,0.0
-4.66666666666667,2.66666666666667,0.0,0.0,0.0
-5.0,2.66666666666667,0.0,0.0,0.0
-0.666666666666667,3.0,0.0,0.0,0.0
-1.33333333333333,3.0,0.0,0.6127208066804256,0.0
-1.66666666666667,3.0,0.0,0.0,0.0
-2.33333333333333,3.0,0.0,0.40160375677120025,0.0
-2.66666666666667,3.0,0.0,0.48505752646974276,0.0
-3.33333333333333,3.0,0.0,0.9061789970273195,0.0
