NaN,0.345462079,0.217415074,NaN,6.885155455,0,NaN,2.56329956,3.329369047,NaN,7.003389392,0.214542175,NaN,3.242220767,2.362957126,0
1.02305014,0,0,1.315740017,0,0,0.632554963,0,0,1.058330563,0,0,0.343774092,0,0,0
3.404456618,0,0,1.178729485,0,0,1.913297104,0,0,0.259723859,0,0,1.504517085,0,0,0
NaN,0.824169038,0.140088948,NaN,2.398496817,2.656179805,NaN,10.79770377,0.171926197,NaN,4.339725152,3.241799099,NaN,9.790228554,0.541393054,0
12.02146834,0,0,3.403487717,0,0,8.954948801,0,0,2.016431482,0,0,3.387621585,0,0,0
0.186028182,0,0,2.657198212,0,0,0.439087123,0,0,1.531384125,0,0,0.545737088,0,0,0
NaN,0.142747902,0.319344784,NaN,6.186994554,0,NaN,2.255155494,3.90068119,NaN,7.8232409,0.233003536,NaN,4.992161996,2.47480729,0
3.553698056,0,0,7.360252405,0,0,1.828727735,0,0,2.015141849,0,0,0.448824233,0,0,0
2.296581941,0,0,0,0,0,0.905648597,0,0,0.419535974,0,0,0.540791664,0,0,0
NaN,0.201309283,0,NaN,0.748530513,0.567854005,NaN,2.903614007,0,NaN,1.332836183,2.230406752,NaN,3.565522463,0.399957489,0
1.683282237,0,0,0.888582469,0,0,1.355218943,0,0,0.414985791,0,0,0.6766088,0,0,0
0.441535381,0,0,0.308372043,0,0,0.197063826,0,0,NaN,0,0,NaN,0,0,0
NaN,0,0.380695432,NaN,0.712439443,0.200904342,NaN,0.454016246,0,NaN,1.477031679,0.143220451,NaN,0.549192782,0.280115794,0
0.247405582,0,0,0.622783886,0,0,0.157599457,0,0,0.363397926,0,0,0.59226878,0,0,0
0.133955923,0,0,0,0,0,0.203462602,0,0,6.035946208,0,0,0.491955983,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
