h,k,l,intensity_exp,intensity_exp_err
-0.333333333333333,1.0,9.0,0.824169038316187,0.0
-0.666666666666667,1.0,9.0,0.140088947849205,0.0
-1.33333333333333,1.0,9.0,2.39849681728797,0.0
-1.66666666666667,1.0,9.0,2.6561798051385,0.0
-2.33333333333333,1.0,9.0,10.7977037746396,0.0
-2.66666666666667,1.0,9.0,0.1719261970794,0.0
-3.33333333333333,1.0,9.0,4.33972515170416,0.0
-3.66666666666667,1.0,9.0,3.2417990990448,0.0
-4.33333333333333,1.0,9.0,9.79022855372074,0.0
-4.66666666666667,1.0,9.0,0.541393054086141,0.0
-0.0,1.33333333333333,9.0,12.0214683388808,0.0
-0.333333333333333,1.33333333333333,9.0,0.0,0.0
-0.666666666666667,1.33333333333333,9.0,0.0,0.0
-1.0,1.33333333333333,9.0,3.40348771744347,0.0
-1.33333333333333,1.33333333333333,9.0,0.0,0.0
-1.66666666666667,1.33333333333333,9.0,0.0,0.0
-2.0,1.33333333333333,9.0,8.95494880138216,0.0
-2.33333333333333,1.33333333333333,9.0,0.0,0.0
-2.66666666666667,1.33333333333333,9.0,0.0,0.0
-3.0,1.33333333333333,9.0,2.01643148210424,0.0
-3.33333333333333,1.33333333333333,9.0,0.0,0.0
-3.66666666666667,1.33333333333333,9.0,0.0,0.0
-4.0,1.33333333333333,9.0,3.38762158450545,0.0
-4.33333333333333,1.33333333333333,9.0,0.0,0.0
-4.66666666666667,1.33333333333333,9.0,0.0,0.0
-5.0,1.33333333333333,9.0,0.0,0.0
-0.0,1.66666666666667,9.0,0.186028182178004,0.0
-0.333333333333333,1.66666666666667,9.0,0.0,0.0
-0.666666666666667,1.66666666666667,9.0,0.0,0.0
-1.0,1.66666666666667,9.0,2.65719821187303,0.0
-1.33333333333333,1.66666666666667,9.0,0.0,0.0
-1.66666666666667,1.66666666666667,9.0,0.0,0.0
-2.0,1.66666666666667,9.0,0.439087122740906,0.0
-2.33333333333333,1.66666666666667,9.0,0.0,0.0
-2.66666666666667,1.66666666666667,9.0,0.0,0.0
-3.0,1.66666666666667,9.0,1.53138412495027,0.0
-3.33333333333333,1.66666666666667,9.0,0.0,0.0
-3.66666666666667,1.66666666666667,9.0,0.0,0.0
-4.0,1.66666666666667,9.0,0.5457370875807,0.0
-4.33333333333333,1.66666666666667,9.0,0.0,0.0
-4.66666666666667,1.66666666666667,9.0,0.0,0.0
-5.0,1.66666666666667,9.0,0.0,0.0
-0.333333333333333,2.0,9.0,0.142747901977181,0.0
-0.666666666666667,2.0,9.0,0.319344783766609,0.0
-1.33333333333333,2.0,9.0,6.18699455427326,0.0
-1.66666666666667,2.0,9.0,0.0,0.0
-2.33333333333333,2.0,9.0,2.25515549364405,0.0
-2.66666666666667,2.0,9.0,3.90068119045195,0.0
-3.33333333333333,2.0,9.0,7.82324089982402,0.0
-3.66666666666667,2.0,9.0,0.233003535912382,0.0
-4.33333333333333,2.0,9.0,4.99216199573247,0.0
-4.66666666666667,2.0,9.0,2.474807289844,0.0
-0.0,2.33333333333333,9.0,3.55369805600014,0.0
-0.333333333333333,2.33333333333333,9.0,0.0,0.0
-0.666666666666667,2.33333333333333,9.0,0.0,0.0
-1.0,2.33333333333333,9.0,7.3602524047736,0.0
-1.33333333333333,2.33333333333333,9.0,0.0,0.0
-1.66666666666667,2.33333333333333,9.0,0.0,0.0
-2.0,2.33333333333333,9.0,1.82872773498284,0.0
-2.33333333333333,2.33333333333333,9.0,0.0,0.0
-2.66666666666667,2.33333333333333,9.0,0.0,0.0
-3.0,2.33333333333333,9.0,2.01514184883428,0.0
-3.33333333333333,2.33333333333333,9.0,0.0,0.0
-3.66666666666667,2.33333333333333,9.0,0.0,0.0
-4.0,2.33333333333333,9.0,0.448824232532791,0.0
-4.33333333333333,2.33333333333333,9.0,0.0,0.0
-4.66666666666667,2.33333333333333,9.0,0.0,0.0
-5.0,2.33333333333333,9.0,0.0,0.0
-0.0,2.66666666666667,9.0,2.29658194097136,0.0
-0.333333333333333,2.66666666666667,9.0,0.0,0.0
-0.666666666666667,2.66666666666667,9.0,0.0,0.0
-1.0,2.66666666666667,9.0,0.0,0.0
-1.33333333333333,2.66666666666667,9.0,0.0,0.0
-1.66666666666667,2.66666666666667,9.0,0.0,0.0
-2.0,2.66666666666667,9.0,0.905648597420166,0.0
-2.33333333333333,2.66666666666667,9.0,0.0,0.0
-2.66666666666667,2.66666666666667,9.0,0.0,0.0
-3.0,2.66666666666667,9.0,0.419535973877877,0.0
-3.33333333333333,2.66666666666667,9.0,0.0,0.0
-3.66666666666667,2.66666666666667,9.0,0.0,0.0
-4.0,2.66666666666667,9.0,0.540791664397119,0.0
-4.33333333333333,2.66666666666667,9.0,0.0,0.0
-4.66666666666667,2.66666666666667,9.0,0.0,0.0
-5.0,2.66666666666667,9.0,0.0,0.0
-0.333333333333333,3.0,9.0,0.201309283051852,0.0
-0.666666666666667,3.0,9.0,0.0,0.0
-1.33333333333333,3.0,9.0,0.748530513254921,0.0
-1.66666666666667,3.0,9.0,0.567854004554513,0.0
-2.33333333333333,3.0,9.0,2.90361400651436,0.0
-2.66666666666667,3.0,9.0,0.0,0.0
-3.33333333333333,3.0,9.0,1.33283618305085,0.0
-3.66666666666667,3.0,9.0,2.23040675217966,0.0
-4.33333333333333,3.0,9.0,3.56552246340161,0.0
-4.66666666666667,3.0,9.0,0.399957488554123,0.0
-0.0,3.33333333333333,9.0,1.68328223701251,0.0
-0.333333333333333,3.33333333333333,9.0,0.0,0.0
-0.666666666666667,3.33333333333333,9.0,0.0,0.0
-1.0,3.33333333333333,9.0,0.888582468532468,0.0
-1.33333333333333,3.33333333333333,9.0,0.0,0.0
-1.66666666666667,3.33333333333333,9.0,0.0,0.0
-2.0,3.33333333333333,9.0,1.35521894268301,0.0
-2.33333333333333,3.33333333333333,9.0,0.0,0.0
-2.66666666666667,3.33333333333333,9.0,0.0,0.0
-3.0,3.33333333333333,9.0,0.414985790724324,0.0
-3.33333333333333,3.33333333333333,9.0,0.0,0.0
-3.66666666666667,3.33333333333333,9.0,0.0,0.0
-4.0,3.33333333333333,9.0,0.676608799537575,0.0
-4.33333333333333,3.33333333333333,9.0,0.0,0.0
-4.66666666666667,3.33333333333333,9.0,0.0,0.0
-5.0,3.33333333333333,9.0,0.0,0.0
-0.0,3.66666666666667,9.0,0.441535380714742,0.0
-0.333333333333333,3.66666666666667,9.0,0.0,0.0
-0.666666666666667,3.66666666666667,9.0,0.0,0.0
-1.0,3.66666666666667,9.0,0.308372043413689,0.0
-1.33333333333333,3.66666666666667,9.0,0.0,0.0
-1.66666666666667,3.66666666666667,9.0,0.0,0.0
-2.0,3.66666666666667,9.0,0.197063825533411,0.0
-2.33333333333333,3.66666666666667,9.0,0.0,0.0
-2.66666666666667,3.66666666666667,9.0,0.0,0.0
-3.33333333333333,3.66666666666667,9.0,0.0,0.0
-3.66666666666667,3.66666666666667,9.0,0.0,0.0
