0,0,0,175.059314816216,0.321373818566306,27.5493976395877,648.008526194873,18.3992101536975,1.0939134936855,247.387716442074,3.57159471234628,7.67615120203839,73.2514441174003,6.39801748745759,0.33658187816316,0
0,0,0,3.97438149219763,0,0,6.4251339280035,0,0,0.840241940462685,0,0,1.5849205189007,0,0,NaN
0.375106680984823,0,0,33.0062571904374,0,0,1.08825531381888,0,0,1.27630759078812,0,0,0,0,0,0
NaN,1.54174931502262,2.78007375805979,NaN,32.689178910166,0,NaN,7.49932138142064,17.4550998925111,NaN,29.9378088273723,0.373669587443098,NaN,9.75935806361115,6.42815246898839,0
NaN,0,0,61.8481610381256,0,0,0,0,0,19.2593408174866,0,0,0,0,0,0
NaN,0,0,0,0,0,32.8658999613041,0,0,0,0,0,5.04719320734727,0,0,0
NaN,2.54387133708042,0,NaN,0,15.7147907655107,NaN,22.2224864741136,1.44787307011648,NaN,6.81887078552182,14.3839622406126,NaN,0,NaN,NaN
NaN,NaN,0.283374351277582,2.75431620001067,0,0,11.7150982870222,0,0,5.56499322210629,0,0,4.3078391306589,0,0,0
NaN,NaN,0,2.81063469434631,0,0,0.181981114186117,0,0,2.02406834220313,0,0,0,0,0,0
NaN,NaN,0,40.7778466884741,3.09940481307452,0,5.44603848022968,1.52117943963469,2.0553257936201,43.7154688293786,7.05710451079919,0,4.55484700194277,2.83020931039709,1.00209171997177,0
NaN,NaN,0,1.59146539151329,0,0,0.374826558187704,0,0,1.36213487142495,0,0,0.232890711571418,0,0,0
NaN,NaN,NaN,0,0,0,0.570801022874336,0,0,0,0,0,0.554232190354798,0,0,0
NaN,NaN,NaN,0.751960119799302,0,0.419460099394842,12.6382259819814,1.61659053753569,0,1.23452475152234,0.351300143295554,0.288525656186295,NaN,0.830277448461335,0,0
NaN,NaN,NaN,NaN,0,0,0.474521455782065,0,0,0.328551357731824,0,0,NaN,0,0,0
NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
